epoch,acc,loss
0,0.0235555557534,13.2588285446
1,0.0379999997405,12.51158638
2,0.0419999998994,12.3583447138
3,0.0428888893065,12.3417813619
4,0.0364444452959,12.2929162979
5,0.0351111112162,12.264924113
6,0.0488888893276,12.2551390966
7,0.0491111115863,12.2337888082
8,0.0537777781487,12.2236103058
9,0.0517777783175,12.1923695882
10,0.0437777777513,13.1848286311
11,0.0317777779574,14.3525963465
12,0.0282222220674,12.7263982137
13,0.0457777785448,12.4240413666
14,0.0406666667511,12.3512413025
15,0.048222222055,12.4061964671
16,0.038222222651,12.3125788371
17,0.0473333342622,12.4125846863
18,0.036222222199,12.3126047134
19,0.0286666668641,12.9946212133
20,0.0448888892308,12.7326364517
21,0.048666667069,12.3374270757
22,0.049111112083,12.3072629929
23,0.0486666665723,12.2831550598
24,0.0491111115863,12.2553068161
25,0.0495555556069,12.2684598923
26,0.048666667069,12.255223465
27,0.0493333335966,12.245827802
28,0.0493333330999,12.2477455775
29,0.0502222221345,12.2812494278
30,0.0420000005203,12.2429926554
31,0.0493333335966,12.2464175542
32,0.0497777778655,12.239216423
33,0.0495555557311,12.220239385
34,0.0488888893276,12.2274492264
35,0.0484444446862,12.2198671977
36,0.0493333329757,12.2285154978
37,0.0484444446862,12.2214817047
38,0.0493333338449,12.2141079585
39,0.0484444450587,12.2278444926
40,0.0493333339691,12.201785024
41,0.0488888897002,12.202781868
42,0.048666667069,12.2036930084
43,0.0488888892035,12.2040143967
44,0.0399999997268,12.2048422496
45,0.0493333335966,12.1892321905
46,0.0464444450413,12.1987330755
47,0.0464444444204,12.1764567693
48,0.0495555557311,12.1603127797
49,0.0491111109654,12.1644533793
50,0.0497777778655,12.160254542
51,0.0486666669448,12.1667367935
52,0.0493333334724,12.1575838725
53,0.0422222221891,12.1548822403
54,0.0428888885925,12.1557561239
55,0.0495555558552,12.1336492538
56,0.0448888882995,12.1191886266
57,0.0471111118793,12.1236660004
58,0.0497777778655,12.1121482849
59,0.0502222223828,12.1335549672
60,0.0419999995579,12.1025859197
61,0.0446666672826,12.1235045751
62,0.0513333335519,12.1134263992
63,0.0482222224275,12.0926654816
64,0.0362222229441,12.1629230499
65,0.0480000000447,12.0831559499
66,0.0422222224375,12.0847494761
67,0.0499999998758,12.0678834279
68,0.0448888890445,12.0723928452
69,0.0426666672031,12.0831967036
70,0.0455555564413,12.0788342794
71,0.038000000144,12.0759945552
72,0.0482222226759,12.0643128713
73,0.0511111112311,12.0639613469
74,0.0495555561657,12.0391417185
75,0.0511111116658,12.0579702377
76,0.0466666665549,12.0364596049
77,0.0446666667859,12.0447171529
78,0.0522222226486,12.0533831278
79,0.050666666838,12.0240650813
80,0.0528888893003,12.0089823405
81,0.0546666675558,12.0240909576
82,0.0502222216999,12.0096483866
83,0.0528888896108,12.0040815989
84,0.044666666848,12.0001387278
85,0.0437777778755,12.0272727966
86,0.0537777780245,12.0107830683
87,0.0448888891066,12.0253686905
88,0.0526666671659,11.9824074427
89,0.0500000000931,11.9842507044
90,0.0522222221829,11.9995842616
91,0.0519999995828,11.998925972
92,0.0528888888036,11.9790429433
93,0.0524444450624,11.9809771856
94,0.0511111109207,11.9816589991
95,0.0535555550829,11.9524305979
96,0.0540000002831,11.9491549174
97,0.0548888886968,11.940666453
98,0.0491111114621,11.9379099528
99,0.0528888896108,11.9180557887
100,0.0542222222934,11.9209601084
101,0.0542222228522,11.9209782918
102,0.0491111110585,11.9275996526
103,0.052000000452,11.9174314499
104,0.0533333330105,11.9140281677
105,0.0504444446415,11.8869240443
106,0.0502222228795,11.9147813161
107,0.0488888888309,11.901293691
108,0.0560000006109,11.8837746938
109,0.0546666666865,11.8721312205
110,0.0559999994934,11.8779216766
111,0.0544444444279,11.8772525787
112,0.0575555558006,11.8659864426
113,0.0520000001416,11.854242452
114,0.0524444444726,11.8647869746
115,0.0528888897349,11.8579254786
116,0.0546666666865,11.8482739131
117,0.0551111108313,11.8451822917
118,0.0524444447209,11.8350236893
119,0.0557777786007,11.8191603343
120,0.0562222220004,11.850484403
121,0.0546666672453,11.8588632584
122,0.0564444450041,11.8104159037
123,0.0571111116558,11.8064901352
124,0.0580000001937,11.7978880564
125,0.0540000000348,11.7763367335
126,0.0524444453418,11.8003938039
127,0.0515555561831,11.8161566416
128,0.0546666669349,11.8220890045
129,0.0568888889005,11.7930587133
130,0.0559999999901,11.7685585022
131,0.0546666675558,11.7663022995
132,0.0562222221245,11.7558317184
133,0.0591111113628,11.7482913971
134,0.0560000007351,11.7391964595
135,0.0580000005662,11.7348082225
136,0.0544444449246,11.7451975505
137,0.0584444452077,11.8110335032
138,0.0582222218315,11.7705293655
139,0.0566666667039,11.7365713755
140,0.0584444443385,11.7112218221
141,0.0551111123214,11.7358409246
142,0.056222221752,11.7257371267
143,0.0559999993692,11.7436875025
144,0.0551111115764,11.8098478953
145,0.0344444443782,12.6394259135
146,0.053333333352,12.4493665695
147,0.0464444448551,12.3366996129
148,0.0475555562414,12.26136748
149,0.0462222223481,12.2897546768
150,0.0488888892035,12.2297798793
151,0.0491111117105,12.2289795558
152,0.0491111117105,12.1820962906
153,0.0484444441895,12.1571001689
154,0.0484444443136,12.1361633301
155,0.0497777777414,12.1097921371
156,0.05,12.0971099218
157,0.0508888889104,12.0861290614
158,0.0513333333035,12.0538840612
159,0.0506666663413,12.0440589905
160,0.0504444446415,12.0367157618
161,0.0500000007451,12.017945989
162,0.0464444439548,12.0392902374
163,0.0502222227554,12.0644357045
164,0.0500000001242,12.0288605372
165,0.0513333345453,11.983021609
166,0.0526666669796,11.9711514155
167,0.0495555563519,11.9885015488
168,0.0506666669001,11.9447046916
169,0.0524444447209,11.9574830373
170,0.0482222224275,11.9139403025
171,0.0508888890346,11.9342440287
172,0.0519999994586,11.9596156438
173,0.0542222222934,11.905452919
174,0.0562222223729,11.8945034027
175,0.0520000000795,11.8813465754
176,0.0531111114969,11.8821124395
177,0.0551111112038,11.8842237473
178,0.0566666660209,11.8579146067
179,0.0568888887763,11.863621521
180,0.0553333333383,11.8788690567
181,0.0484444449345,11.8691640218
182,0.0542222224176,11.8507392883
183,0.0555555553486,11.8431606929
184,0.0544444451729,11.8634131749
185,0.0524444447209,11.8314239502
186,0.0437777774408,12.0938495
187,0.0451111111169,12.1423400243
188,0.0531111109381,12.0216998418
189,0.0488888889551,11.9848018646
190,0.0526666668554,11.9474431992
191,0.0546666668107,11.9512837092
192,0.0540000007798,11.9473340352
193,0.053777778397,11.9363515854
194,0.0493333339691,11.9329315186
195,0.0537777785212,11.9240441004
196,0.0539999992897,11.9387500763
197,0.0557777778556,11.9384579976
198,0.0555555564662,11.9062684377
199,0.0571111114075,11.896453476
200,0.0537777776519,11.9172302882
201,0.0528888896108,11.8980429967
202,0.0553333339592,11.8952607473
203,0.0571111114075,11.8788618088
204,0.0548888889452,11.8799787521
205,0.0517777784417,11.8857273738
206,0.0553333342075,11.8778625488
207,0.0540000000348,11.8709195455
208,0.0546666664382,11.8597943624
209,0.0564444445074,11.8667495728
210,0.0533333335072,11.8625209173
211,0.0559999997417,11.8472202301
212,0.0553333332141,11.8578966777
213,0.0557777778556,11.8399565379
214,0.0548888886968,11.8311060588
215,0.0544444451729,11.8154388428
216,0.0557777787248,11.8663040161
217,0.0557777781039,11.8158626556
218,0.0562222221245,11.8491743088
219,0.0451111113032,11.8268408457
220,0.0528888894866,11.8119679133
221,0.0557777781039,11.787178421
222,0.0544444448004,11.7724404653
223,0.0528888892382,11.7705814362
224,0.0537777785212,11.7708838781
225,0.0531111114969,11.7940139771
226,0.0506666676452,11.7894566218
227,0.0522222218414,11.8117066065
228,0.0557777777314,11.7881599426
229,0.0555555560937,11.7885613124
230,0.0553333334625,11.7912141164
231,0.0564444448799,11.7968769709
232,0.0588888894767,11.7676947276
233,0.0548888899386,11.7389374415
234,0.0537777779003,11.7374539693
235,0.0528888899833,11.7477479935
236,0.0600000006457,11.6899496078
237,0.056222222435,11.6992642085
238,0.0508888884137,11.7236155192
239,0.05355555589,11.6930066427
240,0.0582222223282,11.6749371211
241,0.0571111114075,11.6691445033
242,0.0591111108661,11.6267511368
243,0.0577777779351,11.6571792603
244,0.0555555562178,11.6915893555
245,0.0568888890247,11.6699448268
246,0.0613333334525,11.6156921387
247,0.0679999994735,11.5283140818
248,0.0579999999454,11.5987242381
249,0.0680000002186,11.5149147669
250,0.0560000006109,11.6835135142
251,0.0635555562874,11.5663039525
252,0.0557777784765,11.5165699641
253,0.0602222225318,11.4414468129
254,0.0682222217321,11.4146417618
255,0.063555555294,11.4311279933
256,0.062000000601,11.4192820867
257,0.0657777776321,11.4622744242
258,0.0617777777215,11.4879667918
259,0.0577777785559,11.6232386907
260,0.0617777782182,11.4504383723
261,0.0697777787844,11.3284967422
262,0.0660000001391,11.3808410645
263,0.0595555557559,11.3831034978
264,0.0657777783771,11.3018619537
265,0.0711111108462,11.2585291545
266,0.074888890485,11.2393909454
267,0.0728888891637,11.2298616409
268,0.0755555555224,11.228796641
269,0.0646666675806,11.2697633108
270,0.0622222229838,11.3590114594
271,0.075111111626,11.2158631643
272,0.0773333333433,11.1667959213
273,0.0702222223083,11.2162187576
274,0.0713333333532,11.28036321
275,0.0751111122469,11.2764121373
276,0.0711111110946,11.2130236944
277,0.0731111114224,11.1727989833
278,0.0755555560191,11.1802702586
279,0.0740000002086,11.1660107931
280,0.0719999996324,11.1628358205
281,0.0782222216328,11.1654441833
282,0.0704444448153,11.2011472066
283,0.07555555664,11.222081248
284,0.0842222218712,11.1167527517
285,0.0806666662296,11.1378561656
286,0.0742222223431,11.2144074122
287,0.0697777792811,11.2661668142
288,0.0782222223779,11.1200105031
289,0.0735555569331,11.1552269618
290,0.0726666666567,11.2232627233
291,0.0811111119886,11.078363355
292,0.0886666665475,10.9862622579
293,0.0828888893127,11.006756719
294,0.0804444452127,11.118115743
295,0.0788888898989,11.0904980342
296,0.0851111100366,11.0291901271
297,0.0773333340883,11.1284296036
298,0.075999999543,11.1372409821
299,0.0815555562576,11.0396817525
300,0.0848888896406,10.994974645
301,0.0864444452027,10.9870079041
302,0.0788888891538,11.1034788132
303,0.0748888899883,11.0173634847
304,0.0948888892929,10.9346595764
305,0.0882222222785,10.9749053955
306,0.0853333339095,10.9223215739
307,0.0908888893823,10.9003236135
308,0.0891111108164,10.8618385951
309,0.0900000010928,10.8298664093
310,0.0853333341579,10.9122562408
311,0.084000000606,10.9889746348
312,0.0928888909519,10.8574033737
313,0.090000000596,10.9322592417
314,0.083777778844,11.0037651698
315,0.0815555552642,11.0016141891
316,0.091111112386,10.9044037501
317,0.0953333343069,10.768074735
318,0.0964444447309,10.7402030309
319,0.0893333335718,10.8076699575
320,0.094000000755,10.7781904856
321,0.0913333334029,10.7159588496
322,0.093333333234,10.8418753942
323,0.0924444448203,10.7583571116
324,0.0875555557509,10.8779581706
325,0.0999999995033,10.8310864131
326,0.0895555558304,10.9156380335
327,0.0946666667859,10.7656918208
328,0.103111111124,10.6289933523
329,0.0937777789931,10.7191045761
330,0.0988888887068,10.7965435028
331,0.097333334138,10.6224179586
332,0.0997777787348,10.594201978
333,0.104222222169,10.5066610972
334,0.104222223411,10.5668919245
335,0.109555554142,10.5380463918
336,0.0995555559794,10.7775861104
337,0.103333334376,10.5827586492
338,0.100666667273,10.646851031
339,0.10111111179,10.6871465047
340,0.105333334208,10.6643719355
341,0.107777777563,10.5037504832
342,0.102222222835,10.5443925222
343,0.102444445342,10.6672753016
344,0.101333333304,10.7794728597
345,0.101333334297,10.7477562586
346,0.0904444461068,10.8623685201
347,0.105111110707,10.6660131454
348,0.100666666776,10.6269898733
349,0.112444444497,10.4544674555
350,0.110222222904,10.3636264801
351,0.115555555622,10.4729552587
352,0.0955555563172,10.7149024963
353,0.0935555554926,10.7549193064
354,0.103777776659,10.6621153514
355,0.104444444428,10.6194711049
356,0.103777776907,10.5201979955
357,0.110444446156,10.4748055776
358,0.114666667332,10.4505927404
359,0.10200000157,10.5702669779
360,0.0984444456796,10.6363298416
361,0.103555555642,10.7411730448
362,0.110222222904,10.541783905
363,0.109111109873,10.4297985077
364,0.11333333378,10.3426273982
365,0.105333334704,10.4337686539
366,0.109777776649,10.3568588893
367,0.10844444409,10.5618715286
368,0.109777777642,10.3700335185
369,0.0986666681866,10.6421572367
370,0.110222222656,10.5078585307
371,0.102222223083,10.4283661524
372,0.112000000477,10.4739423752
373,0.107555555801,10.3409435908
374,0.111555555711,10.3022911708
375,0.11444444557,10.3623039246
376,0.123333333681,10.1407595317
377,0.118666666746,10.2185748418
378,0.120666667074,10.3326888402
379,0.116888887684,10.2385068258
380,0.128666666398,10.1471569697
381,0.110666666428,10.3471984863
382,0.11666666617,10.2668656667
383,0.109777777642,10.4400524139
384,0.101333333552,10.6011611938
385,0.119333332529,10.1786572138
386,0.120888888091,10.1963022232
387,0.116222222894,10.2553655624
388,0.109777777394,10.3635924021
389,0.114000001053,10.2800957998
390,0.123555555443,10.2115922292
391,0.116444443663,10.2650011063
392,0.10844444558,10.4558602651
393,0.108666666349,10.4377606074
394,0.110666667422,10.2718327204
395,0.113333334277,10.3031494776
396,0.100888889531,10.6487638474
397,0.0819999997814,11.3788873037
398,0.0897777783374,10.7629402161
399,0.10688888977,10.505893898
400,0.119555556277,10.2968091329
401,0.118444445729,10.1914159775
402,0.122666667153,10.3223531087
403,0.120000000546,10.1573195775
404,0.13088888973,10.0258666992
405,0.129777779182,10.0570278168
406,0.11577777788,10.3978155772
407,0.11155555596,10.5750790278
408,0.0995555562278,10.4984843572
409,0.106666667263,10.4837188721
410,0.121999999384,10.2820369085
411,0.117777778705,10.3000534693
412,0.129111113648,9.97089996338
413,0.13577777793,9.99974988302
414,0.132888888319,10.0467667262
415,0.130666668961,10.1039016088
416,0.121333332856,10.1351965586
417,0.116888889174,10.2360218048
418,0.12222222363,10.1812566757
419,0.106888890391,10.4701764425
420,0.11288888976,10.3114110311
421,0.120666665335,10.1667916616
422,0.126000001281,10.0730802536
423,0.127555555105,10.107438151
424,0.118222222229,10.110381635
425,0.130444444219,9.9844575882
426,0.093111110727,11.2293526967
427,0.0977777779102,10.7750250498
428,0.109555556873,10.4249687831
429,0.116666666667,10.2993778229
430,0.127333332102,10.1946751277
431,0.116666666667,10.3741933187
432,0.122444444398,10.037574323
433,0.129555554688,10.0177282969
434,0.114444445322,10.2747166951
435,0.12599999855,10.1203020096
436,0.125333333512,10.1376057943
437,0.129111110667,9.93672618866
438,0.135777777433,9.89197603861
439,0.132666667302,9.90199305216
440,0.141777777672,9.74650166829
441,0.139111109575,9.78352559408
442,0.126222223043,9.95141944885
443,0.143333333234,9.7833205541
444,0.125555555522,9.96985149384
445,0.126444445054,9.98156178792
446,0.138444445282,9.84462896983
447,0.138222222527,9.91297531128
448,0.132666665316,9.83861796061
449,0.119333332777,10.0098424911
450,0.137555555006,9.78072592417
451,0.139555554589,9.80928109487
452,0.139999999851,9.76690603892
453,0.13488888815,9.80865828196
454,0.128222222626,9.96295954386
455,0.135333332419,9.84814097087
456,0.138444445034,9.80785528819
457,0.142000001669,9.77781950633
458,0.130666668092,10.0676391602
459,0.114666667332,10.2380092621
460,0.129555555681,9.87775847117
461,0.136222223441,9.87427399953
462,0.13222222204,10.0462470373
463,0.130444445709,9.87508093516
464,0.1475555559,9.66622250875
465,0.147333334138,9.70181770325
466,0.137777776768,9.82940018972
467,0.117777777712,9.93559672038
468,0.125999999791,9.89991823832
469,0.137333332996,9.72536519368
470,0.140666665882,9.65152041117
471,0.135333332916,9.86132488251
472,0.138888886571,9.74798971812
473,0.11888888826,10.2161380768
474,0.141555557152,9.72808787028
475,0.159555554887,9.45575930278
476,0.14866666769,9.49717235565
477,0.147111112376,9.59396769206
478,0.147333334386,9.8287653923
479,0.131999999036,9.86738268534
480,0.140888889134,9.68811422984
481,0.134666667382,9.72616380056
482,0.147333333145,9.60856024424
483,0.149111109475,9.49658432007
484,0.148444443941,9.70508429209
485,0.143111112465,9.75104490916
486,0.139777777841,9.82491607666
487,0.116000000636,10.2059247971
488,0.132888888319,9.80754019419
489,0.138000001013,9.76772867839
490,0.141777778665,9.8068022728
491,0.14977777799,9.60427722931
492,0.14311111172,9.65794776281
493,0.150666668514,9.56939468384
494,0.146444445352,9.65160490672
495,0.147777779152,9.55197118123
496,0.155333332717,9.50482966105
497,0.168222222726,9.39476588567
498,0.149333332976,9.55096203486
499,0.163111110032,9.42222712835
500,0.165555555622,9.42310180664
501,0.154444444676,9.63880055745
502,0.131555555264,9.9574944814
503,0.116222222274,10.2827525139
504,0.128222221881,10.0009593964
505,0.150888890276,9.61628653208
506,0.158666667839,9.48975868225
507,0.157333334287,9.4070476532
508,0.152222221593,9.60536788305
509,0.168000000219,9.25541941325
510,0.151555556059,9.65889164607
511,0.136888889472,9.9518415451
512,0.133333334823,9.82366803487
513,0.153777777155,9.44376738866
514,0.14044444412,9.69503895442
515,0.155777776738,9.50073254903
516,0.160222223898,9.55442562103
517,0.133333332588,9.72766488393
518,0.156222221255,9.43230056763
519,0.153111111124,9.46357790629
520,0.167555555701,9.30908702215
521,0.178888891637,9.10296878815
522,0.181999999285,9.05497989655
523,0.169111111263,9.19122896194
524,0.170000000546,9.18756395976
525,0.160222223898,9.39997870127
526,0.155777778228,9.49505062103
527,0.154666668177,9.39495134354
528,0.148888891439,9.42603251139
529,0.178000000119,9.26119632721
530,0.170444443325,9.3188369751
531,0.161111111442,9.33462762833
532,0.140444443127,9.59170907338
533,0.16155555596,9.27504994075
534,0.168888890743,9.32598851522
535,0.163777776559,9.23656368256
536,0.162888889511,9.45222333272
537,0.165999999642,9.1391415596
538,0.15222222209,9.52536897659
539,0.148222223918,9.38713852564
540,0.149555554738,9.77233581543
541,0.138888889551,9.95537414551
542,0.160666667918,9.54601777395
543,0.168222223222,9.35384343465
544,0.170444446057,9.21727167765
545,0.15399999842,9.34963804881
546,0.147999999672,9.57694091797
547,0.145111110558,9.74649861654
548,0.151333334049,9.5366894722
549,0.171333334843,9.17112000783
550,0.179333332678,9.05823030472
551,0.175555556516,9.02196038564
552,0.180000001689,8.99888547262
553,0.16177777797,9.2586379687
554,0.148000000417,9.51956869761
555,0.151111111045,9.39439709981
556,0.135111110409,9.7992032369
557,0.156000001729,9.39750626882
558,0.174444442987,9.04403422674
559,0.181777776281,9.01492789586
560,0.16888888826,9.09527819951
561,0.175333332022,9.00396156311
562,0.178222220639,9.052805233
563,0.173777777453,9.04789063136
564,0.176444445054,8.91176516215
565,0.165555554132,9.14709243774
566,0.160000001391,9.30654287338
567,0.178444444637,9.07963968913
568,0.148222221186,9.67549231847
569,0.174222219984,9.14178034465
570,0.172000000874,9.21563285192
571,0.154666667059,9.38221594493
572,0.156888890763,9.33148641586
573,0.147777779649,9.44379208883
574,0.156222222497,9.32712198893
575,0.180444445709,9.07765137355
576,0.160444444915,9.27118212382
577,0.173555557181,9.09715569814
578,0.167555555701,9.09140446981
579,0.172222222884,9.14565661748
580,0.158000001311,9.60351743698
581,0.164222223063,9.2894349734
582,0.156888888776,9.34914464951
583,0.167111111184,9.20078290304
584,0.136666665971,9.84913835526
585,0.136444444458,9.74322684606
586,0.140222222855,9.52358423869
587,0.163777778049,9.35704116821
588,0.188888891041,8.95827229818
589,0.193777777751,8.7873998642
590,0.186222222199,9.02560170492
591,0.186444445699,8.96201203664
592,0.164888889094,9.21475906372
593,0.184222221375,8.99224856695
594,0.190666666627,8.88214972814
595,0.164666666587,9.27676258087
596,0.172444444398,9.10376125971
597,0.176222221057,8.96190799077
598,0.175555556019,9.06570657094
599,0.16400000155,9.226415507
600,0.166444443415,9.25539970398
601,0.165777778625,9.24360589981
602,0.187333332996,8.82078440984
603,0.184444444378,8.7990568161
604,0.176888890068,9.04721666972
605,0.183777777354,9.00950145721
606,0.181555555761,8.79510835012
607,0.206222223242,8.57307923635
608,0.215111110111,8.47707576752
609,0.211111111939,8.52995786667
610,0.185777777433,8.81458959579
611,0.197555555403,8.70840218862
612,0.206000001232,8.59764273961
613,0.208444446325,8.56792062124
614,0.188888889551,8.78374064763
615,0.198888889949,8.60371160507
616,0.179111111412,8.8358900706
617,0.202444446584,8.68432906469
618,0.191111110151,8.64566780726
619,0.176444443067,9.06054668427
620,0.193777778248,8.68414449692
621,0.193333333731,8.82815376918
622,0.196666665375,8.57580401103
623,0.196222221851,8.73105729421
624,0.197999997934,8.79224119186
625,0.181555557251,8.89733575185
626,0.202444442113,8.61952454249
627,0.201333332062,8.55904823939
628,0.200444443524,8.5514931043
629,0.187555555006,9.04785528183
630,0.18599999845,8.77734676997
631,0.180666666726,8.98175579707
632,0.187555555999,8.94421644211
633,0.191777776182,8.96761280696
634,0.179333333671,9.06388721466
635,0.177777777612,9.01930052439
636,0.202222222586,8.64865601858
637,0.214444448054,8.45804853439
638,0.211111111939,8.6252491951
639,0.187333330512,9.47510461807
640,0.185333334406,8.91933002472
641,0.218888892233,8.49088287354
642,0.21644444416,8.55188808441
643,0.219333335757,8.45869722366
644,0.211555556456,8.46737645467
645,0.216444443663,8.46906131109
646,0.174888889988,9.21032702128
647,0.185111112148,8.88560419083
648,0.156666666518,9.42991828918
649,0.191777779162,8.91340831121
650,0.191111111144,8.9575931867
651,0.209111111611,8.68061259588
652,0.199777778486,8.64422353109
653,0.203111109634,8.620500501
654,0.207333331307,8.53809515635
655,0.217777781188,8.35469338099
656,0.218222222229,8.3694152832
657,0.197111111879,9.01937952042
658,0.191777778665,8.86017993291
659,0.184888889392,8.91742668152
660,0.142888888717,9.31331303914
661,0.13599999994,9.6903198878
662,0.177555557092,9.07394857407
663,0.189111111561,8.76110521952
664,0.161555557201,9.43850148519
665,0.180000001192,9.02446365356
666,0.190666667124,8.71469942729
667,0.202000001073,8.56151456833
668,0.205333335698,8.36402606964
669,0.202444446584,8.60495529175
